query_id,query,case_type,method,rank,product_id,title,brand,esci_label,score,query_ndcg_difference
40834,fitbit charge 3,largest_improvement,combined_lexical,13,B088QLJSTY,"Nylon Loop Bands Compatible with Fitbit Charge 4 / Fitbit Charge 3 / Charge 3 SE Band, Soft Adjustable Breathable Replacement Band for Women and Man (Seashell)",IEOVIEE,C,0.6645796298980713,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,14,B07JJ1SF92,"Simpeak Band Compatible with Fitbit Charge 3 / Charge 4, Jewelry Bracelet Elastic Beaded Pearl Band Replacement for Fitbit Charge 3/3 SE/ 4,Women Girls, White",Simpeak,C,0.6582443714141846,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,15,B088K7DCRZ,"3 Pack Bands Compatible with Fitbit Charge 2, Classic & Special Edition Replacement Bands for Fitbit Charge 2, Women Men",OYODSS,S,0.6557547450065613,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,16,B07TGSZ8CY,"Fitlink Stainless Steel Metal Replacement Bands for Fitbit Charge 3/ Charge 3 SE/ Fitbit Charge 4 2020 for Women Men, Multi Color Multi Size (Rose Gold,Small(5.5 ''- 8.5''))",Fitlink,C,0.6541029214859009,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,17,B087WXVXRZ,"GVFM Waterproof Bands for Fitbit Charge 3/ Fitbit Charge 4/ Charge3 SE, Replacement Bands for Women Men Small Large (L: for 7.1""-8.7"" Wrists, Peach/Silver)",GVFM,C,0.6508407592773438,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,18,B07J4WLC81,"Wepro Waterproof Bands Compatible with Fitbit Charge 4/Charge3/Charge 3 SE for Women Men, 3-Pack Replacement Wristbands for Fitbit Charge 3/Charge 4, Small, Black, Navy Blue, Gray",Wepro,C,0.64780592918396,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,19,B07MYHBCWY,"Velavior Waterproof Bands for Fitbit Charge 3/ Fitbit Charge 4/ Charge3 SE, Replacement Wristbands for Women Men Small Large (Darkslategray, Small)",Velavior,C,0.6461237072944641,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,20,B087F4BCBB,"Pack 3 Silicone Bands for Fitbit Charge 4 / Fitbit Charge 3 / Charge 3 SE Breathable Replacement Wristbands for Women Men Small Large(Without Tracker) (Large, Black+White+Wine Red)",Meliya,C,0.6399130821228027,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,21,B0833V11N8,"Fitlink Stainless Steel Metal Replacement Bands for Fitbit Charge 3/ Charge 3 SE/Fitbit Charge 4 2020 for Women Men, Multi Color Multi Size (Graphite,Small(5.5''-8.5''))",Fitlink,C,0.6282012462615967,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,22,B07MQF81H3,"GEAK for Fitbit Charge 4 Bands/Charge 3 Sport Bands/Charge 3 SE Classic Bands, Sport Waterproof Compatible with Fitbit Charge 3 Bands for Women Men,Small 15 Colors",GEAK,C,0.6260166168212891,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,23,B085XS8B7F,"Pack 3 Silicone Bands Compatible for Fitbit Charge 4 / Fitbit Charge 3 / Charge 3 SE Replacement Wristbands for Women Men Small Large(Without Tracker) (Large: for 7.1""-8.7"" Wrists, Black+White+Grey)",Meliya,C,0.6211413145065308,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,24,B085XRXJB6,"Pack 3 Silicone Bands for Fitbit Charge 4 / Fitbit Charge 3 / Charge 3 SE Replacement Wristbands for Women Men Small Large(Without Tracker) (Small: for 5.5""-7.1"" Wrists, Black+Navy Blue+Slate Grey)",Meliya,C,0.6110401153564453,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,25,B07K25CYJW,"NANW 2-Pack Charger Compatible with Fitbit Charge 3, 3.3ft Replacement USB Charging Cable Cord with Cradle Dock Adapter Compatible with Fitbit Charge 3 Smartwatch",NANW,C,0.6068052649497986,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,26,B0875WL68Q,"Meliya Metal Loop Bands Compatible with Fitbit Charge 4 / Fitbit Charge 3 / Charge 3 SE Bands, Stainless Steel Megnet Lock Replacement Wristbands for Women Men, Without Tracker (Small, Rose Gold)",Meliya,C,0.6022250056266785,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,27,B07X1ZCZNZ,"Ayeger Resin Band Compatible with Fitbit Charge 4,Charge 3/3 SE,Women Men Resin Accessory Rose Gold Buckle Band Wristband Strap Blacelet for Fitbit Charge 4,3/3 SE Smart Watch Fitness(Tortoise)",Ayeger,C,0.5815629959106445,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,28,B07G26PDJQ,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, one Size (no fitbit Warranty Support), 0.06 Pound",Fitbit,E,0.5802556872367859,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,29,B07YYD4JMB,"HAPAW Bands Compatible with Fitbit Charge 3, Women Men Metal Stainless Steel Replacement Accessories Straps Bracelet Compatible with Fitbit Charge 3 SE Fitness Tracker Small Large",HAPAW,C,0.5778847932815552,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,30,B07G18N2YY,"Fitbit Charge 3 Fitness Activity Tracker, Rose Gold/Blue Grey, one Size (no fitbit Warranty Support), 0.06 Pound",Fitbit,E,0.5653565526008606,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,31,B07WZD8BP1,"Maledan Bands Compatible with Fitbit Charge 3 and Charge 4, Breathable Sport Band Replacement Wristbands with Air Holes for Charge 4/ Charge 3/ Charge 3 SE Fitness Tracker Women Men, 3-Pack, Large",Maledan,C,0.561623215675354,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,32,B088FL3S3K,"TreasureMax Compatible with Fitbit Charge 2 Bands for Women/Men,Silicone Fadeless Pattern Printed Replacement Floral Bands for Fitbit Charge 2 HR Wristbands",TreasureMax,S,0.557195246219635,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,33,B07X3GGXNX,"Maledan Bands Compatible with Fitbit Charge 3 and Charge 4, Breathable Sport Band Replacement Wristbands with Air Holes for Charge 4/ Charge 3/ Charge 3 SE Fitness Tracker Women Men, 3-Pack, Small",Maledan,C,0.5553772449493408,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,34,B087X7DFCB,"Getino 3 Pack Bands Compatible with Fitbit Charge 4 Bands/Fitbit Charge 3 Bands/Charge 3 SE, Soft, Flexible and Waterproof TPU Sport Replacement Strap Wristbands for Women Men Small Rose/Teal/Plum",Getino,C,0.552753210067749,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,35,B086934Q4M,BATINY Bands Compatible with Fitbit Charge 4 / Charge 3 / Charge 3 SE Bands for Men Women X-Large Silicone Replacement Straps Sports Band,BATINY,C,0.5408909320831299,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,36,B07Y5W2Q6N,"Joyozy Slim Bling Bands Compatible with Fitbit Charge 3/Fitbit Charge 3 SE Smartwatch,Rhinestone Dressy Bracelet Replacement for Wristbands Accessories Jewelry Strap Women Girl(Silver)",JOYOZY,C,0.5377151966094971,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,37,B085NDMX3N,"PENKEY Scrunchie Bands Compatible with Fitbit Charge 3/Charge 3 SE Bands,Soft and Elastic,Women Girls Cloth Pattern Printed Wristbands Replacement for Fitbit HR (Sunflower)",PENKEY,C,0.5342152118682861,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,38,B07Y5WMGGG,"Joyozy Slim Bling Bands Compatible with Fitbit Charge 3/Fitbit Charge 3 SE Smartwatch,Rhinestone Dressy Bracelet Replacement for Wristbands Accessories Jewelry Strap Women Girl(Rosegold)",JOYOZY,C,0.5327738523483276,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,39,B07JF54TRK,"CAVN 2 Pack Charger Cable Compatible with Fitbit Charge 3, Replacement USB Charging Cable Cord Clip Dock Accessories Adapter for Charge 3 / Charge SE Smartwatch 2018",CAVN,C,0.5316261053085327,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,40,B08BRWP5FN,"Acrbiutu Bands Compatible with Fitbit Charge 4 / Charge 3 / Charge 3 SE, Soft Silicone Breathable Replacement Sport Accessory Watch Strap Wristband for Women Men",Acrbiutu,C,0.5198847651481628,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,41,B08CR8GZ7P,"MEFEO Sport Bands Compatible for Fitbit Charge 3 / Charge 4, Soft Silicone Waterproof Breathable Sport Strap Replacement Wristband for Charge 4/ Charge 3/3 SE Women Men (Small, Gray/Teal)",MEFEO,C,0.5125696659088135,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,42,B00GWP0WUK,Fitbit FB152OD Wireless Sync Dongle,Fitbit,I,0.4758985638618469,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,43,B08CHKQRHX,JUN1 Compatible with Fitbit Charge 3 Bands Soft Nylon Sport Wristbands for Men Women Lightweight Replacement Straps Accessories for Fibit Charge 3 Fitness Tracker (Olive),JUN1,C,0.45238831639289856,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,44,B07P5XHCHJ,"Fitbit Charge 3 Fitness Watch, for Her & Him Kit - Rose Gold/Blue Grey & Graphite/Black",Fitbit,E,0.44637352228164673,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,45,B07GB2LMDF,"Fitbit Charge 3 Fitness Activity Tracker, Rose Gold/Berry, One Size (S & L Bands Included)",Fitbit,E,0.44405561685562134,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,46,B07XZ9RWZ9,"Genuine Leather Bands Compatible for Fitbit Charge 4 / Charge 3 / Charge 3 SE Bands, Classic Replacement Accessories Strap Genuine Leather Wristbands Metal Women Men Small Large Black",VOMA,C,0.43925029039382935,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,47,B06VXC2FJP,"Fitbit Alta HR, Black, Large (US Version)",Fitbit,S,0.4379699230194092,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,48,B07XZ9RH1P,"Genuine Leather Bands Compatible for Fitbit Charge 4 / Charge 3 / Charge 3 SE Bands, Classic Replacement Accessories Strap Genuine Leather Wristbands Metal Women Men Small Large Rose Gold",VOMA,C,0.43507128953933716,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,49,B07FTN21JL,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, One Size (S and L Bands Included)",Fitbit,E,0.4308300018310547,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,50,B07N7CQ77K,TOMALL Metal Bands for Fitbit Charge 3 Stainless Steel Replacement Wristband for Women Men (Rose Gold),TOMALL,C,0.41929036378860474,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,51,B07N3YTJMG,"Chofit Silicone Bands Compatible with Fitbit Charge 3/ Charge 3 Se, Camouflage Replacement Sport Bands Camo Wristbands for Women Men, 4-Pack (Large)",Chofit,C,0.41833072900772095,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,52,B07PVDBN57,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, One Size (S & L Bands Included) (Renewed)",Fitbit,E,0.4103185534477234,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,53,B07QN22K3V,"Fitbit Charge 3 Fitness Activity Tracker, Rose Gold/Blue Grey, One Size (S & L Bands Included) (Renewed)",Fitbit,E,0.3974912166595459,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,54,B07KS2MLJP,"hooroor Woven Fabric Breathable Replacement Bands Compatible for Fitbit Charge 3 and Charge 3 SE Fitness Activity Tracker, Soft Accessory Sports Band Wristbands Strap Women Men (Light Grey, Large)",hooroor,C,0.39381611347198486,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,55,B07HY5G3LF,"B-Great Compatible Breathable Hook Loop Armband, Replacement for Fitbit Charge 4/3/SE Armband (Black, Medium)",B-Great,C,0.38858991861343384,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,56,B07Z38GZHJ,"Velavior Breathable Bands for Fitbit Charge 3/ Charge3 SE, Waterproof Silicone Sports Band with Air Holes, Adjustable Replacement Wristbands for Women Men Small Large (Large, Green)",Velavior,C,0.37552621960639954,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,57,B087FZDRRX,"TOYOUTHS Compatible with Fitbit Charge 3/Charge 4 Bands Scrunchie Women Girl Soft Elastic Cloth Fabric Strap Pattern Printed Bracelet Sport Replacement Scrunchy Wristband Accessories(Leopard, Large)",TOYOUTHS,C,0.36553165316581726,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,58,B0861D8NNH,"fastgo Compatible with Scrunchie Fitbit Charge 3 Bands/Charge 4 Bands for Women Girls, Replacement Sport Band Accessories Hr Watch Band Elastic Fabric Cloth Wristband Bracelet Straps(Pink)",fastgo,C,0.36229586601257324,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,59,B074SYXLM6,"Fitbit Ionic Accessory Sport Band, Black/Gray, Small",Fitbit,C,0.35906359553337097,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,60,B084CQ41M2,"Fitbit Charge 4 Fitness and Activity Tracker with Built-in GPS, Heart Rate, Sleep & Swim Tracking, Black/Black, One Size (S &L Bands Included)",Fitbit,S,0.34552186727523804,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,61,B07ZM19TQW,"Tobfit 4 Pack Sport Bands Compatible with Fitbit Charge 2 Bands, Replacement Wristbands for Women Men Small/Large (Black/Champagne/Rose Gold/Silver, Small)",Tobfit,I,0.33158132433891296,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,62,B081QLQFJ6,"Valband 3 Pack Replacement Bands Compatible with Fitbit Charge 2, Stainless Steel Metal Lock Replacement Wristban with Unique Magnet Clasp (Small)",Twshouse,I,0.32982444763183594,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,63,B07RCKMG6H,"Fitbit Versa Lite Smartwatch, Charcoal/Silver Aluminum, One Size (S & L Bands Included)",Fitbit,S,0.3107301592826843,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,64,B07MFZ9P91,"Fitbit Inspire HR Heart Rate and Fitness Tracker With S and L Bands, White, One Size, 1 Count",Fitbit,S,0.30721941590309143,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,65,B07MSYTQNM,"Fitbit Inspire HR Heart Rate and Fitness Tracker, One Size (S and L Bands Included), 1 Count",Fitbit,S,0.30027544498443604,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,66,B0816P1FSD,"Pack 2 Metal Loop Bands Compatible with Charge 4 / Charge 3 / Charge 3 SE Bands, Stainless Steel Magnetic Replacement Metal Band for Women and Men (Small, Colorfu)",AK,C,0.2918783128261566,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,67,B07TVC2KLW,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Petal/Copper Rose, One Size (S and L Bands Included)",Fitbit,S,0.22115400433540344,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,68,B07VCLTQ6X,Twist-O-Flex Metal Expansion Brushed Stainless Steel Stretch Band Replacement for The Charge 3 in a Size M by Speidel,Speidel,C,0.1335603892803192,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,69,B0821M1D6X,2021 Version Fitness Tracker with Heart Rate Blood Pressure Sleep Health Monitor,ZURURU,S,0.01797516644001007,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,70,B07RS3SC29,"Letsfit Fitness Tracker, Activity Tracker Watch with Heart Rate Monitor, IP68 Standard Smart Watch with Step Counter, Calorie Counter, Call & SMS Pedometer Watch for Women Men",Letsfit,S,0.017674580216407776,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,71,B0891VTYYJ,"MorePro Heart Rate Monitor Blood Pressure Fitness Activity Tracker with Low O2 Reminder, IP68 Waterproof Smart Watch with HRV Sleep Health Monitor Smartwatch for Android iOS Phones (Black)",MorePro,S,0.010776787996292114,0.9738885321194843
40834,fitbit charge 3,largest_improvement,combined_lexical,72,B07K39FRSL,"Apple Watch Series 3 (GPS, 38mm) - Space Gray Aluminum Case with Black Sport Band",Apple,S,0.007191748358309269,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,1,B07G26PDJQ,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, one Size (no fitbit Warranty Support), 0.06 Pound",Fitbit,E,2.2298760974073053,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,2,B07G18N2YY,"Fitbit Charge 3 Fitness Activity Tracker, Rose Gold/Blue Grey, one Size (no fitbit Warranty Support), 0.06 Pound",Fitbit,E,2.1473834074268394,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,3,B07QN22K3V,"Fitbit Charge 3 Fitness Activity Tracker, Rose Gold/Blue Grey, One Size (S & L Bands Included) (Renewed)",Fitbit,E,2.1416004543820257,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,4,B07P5XHCHJ,"Fitbit Charge 3 Fitness Watch, for Her & Him Kit - Rose Gold/Blue Grey & Graphite/Black",Fitbit,E,2.0653831078597933,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,5,B07GB2LMDF,"Fitbit Charge 3 Fitness Activity Tracker, Rose Gold/Berry, One Size (S & L Bands Included)",Fitbit,E,2.0639487386312276,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,6,B07PVDBN57,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, One Size (S & L Bands Included) (Renewed)",Fitbit,E,2.0639487386312276,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,7,B07FTN21JL,"Fitbit Charge 3 Fitness Activity Tracker, Graphite/Black, One Size (S and L Bands Included)",Fitbit,E,2.058241459569357,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,8,B07FTKYKWX,"Fitbit Charge 3 Accessory Band, Official Fitbit Product, Sport, Black, Small",Fitbit,C,1.830795449768143,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,9,B07N7CQ77K,TOMALL Metal Bands for Fitbit Charge 3 Stainless Steel Replacement Wristband for Women Men (Rose Gold),TOMALL,C,1.3990930002662985,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,10,B088K7DCRZ,"3 Pack Bands Compatible with Fitbit Charge 2, Classic & Special Edition Replacement Bands for Fitbit Charge 2, Women Men",OYODSS,S,1.2613904605476447,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,11,B07K25CYJW,"NANW 2-Pack Charger Compatible with Fitbit Charge 3, 3.3ft Replacement USB Charging Cable Cord with Cradle Dock Adapter Compatible with Fitbit Charge 3 Smartwatch",NANW,C,1.115076471654574,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,12,B087G4KTQ7,"[2 Pack] Woven Fabric Bands Compatible with Fitbit Charge 4, Fitbit Charge 3 / Charge 3 SE for Women Men, Dark Green & Grey",Tobfit,C,1.110326500502148,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,13,B088QLJSTY,"Nylon Loop Bands Compatible with Fitbit Charge 4 / Fitbit Charge 3 / Charge 3 SE Band, Soft Adjustable Breathable Replacement Band for Women and Man (Seashell)",IEOVIEE,C,1.0850207071676259,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,14,B07YYD4JMB,"HAPAW Bands Compatible with Fitbit Charge 3, Women Men Metal Stainless Steel Replacement Accessories Straps Bracelet Compatible with Fitbit Charge 3 SE Fitness Tracker Small Large",HAPAW,C,1.07987599428675,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,15,B07MYHBCWY,"Velavior Waterproof Bands for Fitbit Charge 3/ Fitbit Charge 4/ Charge3 SE, Replacement Wristbands for Women Men Small Large (Darkslategray, Small)",Velavior,C,1.0677086418720114,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,16,B07HY5G3LF,"B-Great Compatible Breathable Hook Loop Armband, Replacement for Fitbit Charge 4/3/SE Armband (Black, Medium)",B-Great,C,1.061453723567647,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,17,B07JJ1SF92,"Simpeak Band Compatible with Fitbit Charge 3 / Charge 4, Jewelry Bracelet Elastic Beaded Pearl Band Replacement for Fitbit Charge 3/3 SE/ 4,Women Girls, White",Simpeak,C,1.0597756868091097,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,18,B07WK213S2,"Compatible with Fitbit Charge 4 Bands/Fitbit Charge 3 Bands for Women Men, Breathable with Air Holes Replacement Wristbands for Fitbit Charge 3 SE, Black, Gray, Large",Adepoy,C,1.0248384599264353,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,19,B08728Y7M7,"Recoppa Compatible with Fitbit Charge 3 Bands/Fitbit Charge 4 Bands for Women Men, Waterproof Wristbands with Breathable Holes Compatible for Fitbit Charge 3 SE, Slate",Recoppa,C,0.9902843373817284,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,20,B07N3YTJMG,"Chofit Silicone Bands Compatible with Fitbit Charge 3/ Charge 3 Se, Camouflage Replacement Sport Bands Camo Wristbands for Women Men, 4-Pack (Large)",Chofit,C,0.9880917773443584,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,21,B081QLQFJ6,"Valband 3 Pack Replacement Bands Compatible with Fitbit Charge 2, Stainless Steel Metal Lock Replacement Wristban with Unique Magnet Clasp (Small)",Twshouse,I,0.9182391569564765,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,22,B08741P5CZ,"ANATYU Easy-Fit Metal Bands Compatible Fitbit Charge 3/ Fitbit Charge3 SE/Fitbit Charge 4/ Fitbit Charge4 SE, Replacement Wristbands for Women Men Small Large (Small, Purple)",ANATYU,C,0.9022367976181852,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,23,B086934Q4M,BATINY Bands Compatible with Fitbit Charge 4 / Charge 3 / Charge 3 SE Bands for Men Women X-Large Silicone Replacement Straps Sports Band,BATINY,C,0.8584581856790867,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,24,B08BRWP5FN,"Acrbiutu Bands Compatible with Fitbit Charge 4 / Charge 3 / Charge 3 SE, Soft Silicone Breathable Replacement Sport Accessory Watch Strap Wristband for Women Men",Acrbiutu,C,0.8559287149758542,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,25,B08CHKQRHX,JUN1 Compatible with Fitbit Charge 3 Bands Soft Nylon Sport Wristbands for Men Women Lightweight Replacement Straps Accessories for Fibit Charge 3 Fitness Tracker (Olive),JUN1,C,0.8384611388740113,0.9738885321194843
40834,fitbit charge 3,largest_improvement,lightgbm_ranker,26,B07MQF81H3,"GEAK for Fitbit Charge 4 Bands/Charge 3 Sport Bands/Charge 3 SE Classic Bands, Sport Waterproof Compatible with Fitbit Charge 3 Bands for Women Men,Small 15 Colors",GEAK,C,0.8300441453311443,0.9738885321194843
